gvkey,fyear,datadate,at,emp,revt,nicon,conm,gind,gsector
015549,2016,2016-12-31,859532.7740,117.6590,24183.7420,-12548.09800,UNICREDIT SPA,401010,40
015549,2017,2017-12-31,836789.7240,91.9520,23762.6210,2759.34600,UNICREDIT SPA,401010,40
015549,2018,2018-12-31,831468.7240,86.7860,24454.1240,3878.00000,UNICREDIT SPA,401010,40
015549,2019,2019-12-31,855647.0000,84.2450,23683.0000,1917.00000,UNICREDIT SPA,401010,40
015549,2020,2020-12-31,931456.0000,82.1070,19794.0000,-2956.00000,UNICREDIT SPA,401010,40
015549,2021,2021-12-31,916671.0000,78.5710,20158.0000,1506.00000,UNICREDIT SPA,401010,40
015549,2022,2022-12-31,857773.0000,75.0400,26533.0000,6381.00000,UNICREDIT SPA,401010,40
015549,2023,2023-12-31,784974.0000,70.7520,44281.0000,9332.00000,UNICREDIT SPA,401010,40
015576,2015,2015-12-31,1629130.0000,101.1040,43609.0000,-7022.00000,DEUTSCHE BANK AG,402030,40
015576,2016,2016-12-31,1590546.0000,99.7440,41024.0000,-1678.00000,DEUTSCHE BANK AG,402030,40
015576,2017,2017-12-31,1474732.0000,97.5350,38165.0000,-1049.00000,DEUTSCHE BANK AG,402030,40
015576,2018,2018-12-31,1348137.0000,91.7370,36958.0000,-25.00000,DEUTSCHE BANK AG,402030,40
015576,2019,2019-12-31,1297674.0000,87.5970,34564.0000,-5720.00000,DEUTSCHE BANK AG,402030,40
015576,2020,2020-12-31,1325259.0000,84.6590,30308.0000,146.00000,DEUTSCHE BANK AG,402030,40
015576,2021,2021-12-31,1323993.0000,82.9690,30855.0000,2002.00000,DEUTSCHE BANK AG,402030,40
015576,2022,2022-12-31,1336788.0000,84.9300,37860.0000,5046.00000,DEUTSCHE BANK AG,402030,40
015576,2023,2023-12-31,1317266.0000,90.1300,58580.0000,5834.00000,DEUTSCHE BANK AG,402030,40
015598,2015,2015-12-31,417175.0000,23.0970,32206.0000,572.00000,AEGON LTD,403010,40
015598,2016,2016-12-31,425935.0000,29.3800,50133.0000,453.00000,AEGON LTD,403010,40
015598,2017,2017-12-31,396291.0000,28.3180,53914.0000,2230.00000,AEGON LTD,403010,40
015598,2018,2018-12-31,392633.0000,26.5430,18204.0000,597.00000,AEGON LTD,403010,40
015598,2019,2019-12-31,440348.0000,23.7570,64672.0000,1151.00000,AEGON LTD,403010,40
015598,2020,2020-12-31,443814.0000,22.3220,48557.0000,-184.00000,AEGON LTD,403010,40
015598,2021,2021-12-31,468884.0000,17.9360,49667.0000,1612.00000,AEGON LTD,403010,40
015598,2022,2022-12-31,400936.0000,19.0870,-12645.0000,-1090.00000,AEGON LTD,403010,40
015598,2023,2023-12-31,301581.0000,15.6580,13295.0000,-210.00000,AEGON LTD,403010,40
015603,2015,2015-12-31,396799.0000,6.7000,6719.0000,1075.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2016,2016-12-31,467854.0000,6.8620,19397.0000,1258.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2017,2017-12-31,505877.0000,7.6290,10643.0000,1811.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2018,2018-12-31,492517.0000,7.9810,11362.0000,1763.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2019,2019-12-31,560607.0000,8.5420,19767.0000,1811.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2020,2020-12-31,570565.0000,10.0990,18001.0000,1311.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2021,2021-12-31,582638.0000,10.7430,9651.0000,2027.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2022,2022-12-31,513276.0000,11.4980,-10889.0000,2268.00000,LEGAL & GEN GROUP PLC,403010,40
015603,2023,2023-12-31,522095.0000,11.9560,11985.0000,435.00000,LEGAL & GEN GROUP PLC,403010,40
015617,2015,2015-12-31,841769.0000,54.8730,50605.0000,4466.00000,ING GROEP NV,401010,40
015617,2016,2016-12-31,845081.0000,54.7370,48428.0000,4210.00000,ING GROEP NV,401010,40
015617,2017,2017-12-31,846216.0000,54.3020,48014.0000,4905.00000,ING GROEP NV,401010,40
015617,2018,2018-12-31,887030.0000,54.8040,32023.0000,4703.00000,ING GROEP NV,401010,40
015617,2019,2019-12-31,891744.0000,56.1960,32682.0000,4781.00000,ING GROEP NV,401010,40
015617,2020,2020-12-31,937275.0000,58.5640,26787.0000,2485.00000,ING GROEP NV,401010,40
015617,2021,2021-12-31,951290.0000,57.0000,25916.0000,4776.00000,ING GROEP NV,401010,40
015617,2022,2022-12-31,976834.0000,57.5690,44532.0000,12126.00000,ING GROEP NV,401010,40
015617,2023,2023-12-31,980299.0000,60.0000,54601.0000,4140.00000,ING GROEP NV,401010,40
015659,2014,2015-03-31,20889670.0000,33.7860,4268416.0000,247433.70700,TOKIO MARINE HOLDINGS INC,403010,40
015659,2015,2016-03-31,21855328.0000,36.9020,4474708.0000,254534.97100,TOKIO MARINE HOLDINGS INC,403010,40
015659,2016,2017-03-31,22607603.0000,38.8420,5176635.0000,273851.61200,TOKIO MARINE HOLDINGS INC,403010,40
015659,2017,2018-03-31,22929935.0000,39.1910,5345279.0000,284180.83400,TOKIO MARINE HOLDINGS INC,403010,40
015659,2018,2019-03-31,22531402.0000,40.8480,5384673.0000,274574.50700,TOKIO MARINE HOLDINGS INC,403010,40
015659,2019,2020-03-31,25253966.0000,41.1010,5402037.0000,259757.50900,TOKIO MARINE HOLDINGS INC,403010,40
015659,2020,2021-03-31,25765368.0000,43.2570,5380334.0000,161796.00300,TOKIO MARINE HOLDINGS INC,403010,40
015659,2021,2022-03-31,27245852.0000,43.0480,5781058.0000,420481.43400,TOKIO MARINE HOLDINGS INC,403010,40
015659,2022,2023-03-31,27699816.0000,43.2170,6489718.0000,376431.01800,TOKIO MARINE HOLDINGS INC,403010,40
015659,2023,2024-03-31,30594869.0000,43.8700,7182475.0000,695794.14900,TOKIO MARINE HOLDINGS INC,403010,40
015677,2015,2015-12-31,276520.0000,43.5540,55304.0000,3107.00000,MUNICH RE CO,403010,40
015677,2016,2016-12-31,267805.0000,43.4280,55656.0000,2580.00000,MUNICH RE CO,403010,40
015677,2017,2017-12-31,265722.0000,42.4100,55856.0000,375.00000,MUNICH RE CO,403010,40
015677,2018,2018-12-31,270168.0000,41.4100,52263.0000,2310.00000,MUNICH RE CO,403010,40
015677,2019,2019-12-31,287553.0000,39.6620,57432.0000,2724.00000,MUNICH RE CO,403010,40
015677,2020,2020-12-31,297946.0000,39.6420,58981.0000,1211.00000,MUNICH RE CO,403010,40
015677,2021,2021-12-31,312405.0000,39.2810,63735.0000,2933.00000,MUNICH RE CO,403010,40
015677,2022,2022-12-31,298570.0000,41.3890,67371.0000,3432.00000,MUNICH RE CO,403010,40
015677,2023,2023-12-31,273793.0000,42.8120,58659.0000,4606.00000,MUNICH RE CO,403010,40
015724,2015,2015-12-31,848942.0000,142.4590,106217.0000,6616.00000,ALLIANZ SE,403010,40
015724,2016,2016-12-31,883809.0000,140.2530,105982.0000,6883.00000,ALLIANZ SE,403010,40
015724,2017,2017-12-31,901300.0000,140.5530,110984.0000,6803.00000,ALLIANZ SE,403010,40
015724,2018,2018-12-31,897567.0000,142.4600,101746.0000,7462.00000,ALLIANZ SE,403010,40
015724,2019,2019-12-31,1011185.0000,147.2680,112409.0000,7914.00000,ALLIANZ SE,403010,40
015724,2020,2020-12-31,1060012.0000,150.2690,117531.0000,6807.00000,ALLIANZ SE,403010,40
015724,2021,2021-12-31,1139429.0000,155.4110,114475.0000,6560.00000,ALLIANZ SE,403010,40
015724,2022,2022-12-31,1021503.0000,159.2530,110591.0000,6619.00000,ALLIANZ SE,403010,40
015724,2023,2023-12-31,983174.0000,157.8830,98078.0000,8399.00000,ALLIANZ SE,403010,40
015779,2014,2015-03-31,18787654.0000,47.3540,4645450.0000,136245.39400,MS&AD INS GROUP HLDGS INC,403010,40
015779,2015,2016-03-31,20303649.0000,50.7900,4799770.0000,181513.92200,MS&AD INS GROUP HLDGS INC,403010,40
015779,2016,2017-03-31,21234300.0000,50.7910,5256008.0000,210442.92600,MS&AD INS GROUP HLDGS INC,403010,40
015779,2017,2018-03-31,22472927.0000,51.0400,5054435.0000,154052.37700,MS&AD INS GROUP HLDGS INC,403010,40
015779,2018,2019-03-31,23132539.0000,50.6090,5416602.0000,192700.59500,MS&AD INS GROUP HLDGS INC,403010,40
015779,2019,2020-03-31,23196455.0000,50.6330,4492158.0000,143027.29500,MS&AD INS GROUP HLDGS INC,403010,40
015779,2020,2021-03-31,24142562.0000,50.1160,4841399.0000,144394.47800,MS&AD INS GROUP HLDGS INC,403010,40
015779,2021,2022-03-31,25033846.0000,48.0650,5039549.0000,262796.76800,MS&AD INS GROUP HLDGS INC,403010,40
015779,2022,2023-03-31,25000433.0000,42.7610,5083259.0000,161529.54200,MS&AD INS GROUP HLDGS INC,403010,40
015779,2023,2024-03-31,26960207.0000,44.8390,6368457.0000,369264.62000,MS&AD INS GROUP HLDGS INC,403010,40
015782,2015,2015-12-31,386985.0000,23.5070,41543.0000,2579.00000,PRUDENTIAL PLC,403010,40
015782,2016,2016-12-31,470498.0000,,72024.0000,1921.00000,PRUDENTIAL PLC,403010,40
015782,2017,2017-12-31,493941.0000,27.6610,86864.0000,2389.00000,PRUDENTIAL PLC,403010,40
015782,2018,2018-12-31,508645.0000,26.6620,25222.0000,3010.00000,PRUDENTIAL PLC,403010,40
015782,2019,2019-12-31,454214.0000,18.1250,94133.0000,1944.00000,PRUDENTIAL PLC,403010,40
015782,2020,2020-12-31,516097.0000,16.4770,57250.0000,2118.00000,PRUDENTIAL PLC,403010,40
015782,2021,2021-12-31,199102.0000,,27004.0000,2192.00000,PRUDENTIAL PLC,403010,40
015782,2022,2022-12-31,165942.0000,14.6810,-7110.0000,998.00000,PRUDENTIAL PLC,403010,40
015782,2023,2023-12-31,174066.0000,15.0300,10718.0000,1701.00000,PRUDENTIAL PLC,403010,40
015784,2015,2015-12-31,1334391.0000,142.6060,42332.0000,3559.00000,SOCIETE GENERALE GROUP,401010,40
015784,2016,2016-12-31,1382241.0000,142.0650,41336.0000,3402.00000,SOCIETE GENERALE GROUP,401010,40
015784,2017,2017-12-31,1275128.0000,147.1250,38658.0000,2340.00000,SOCIETE GENERALE GROUP,401010,40
015784,2018,2018-12-31,1309428.0000,140.2500,37021.0000,3402.00000,SOCIETE GENERALE GROUP,401010,40
015784,2019,2019-12-31,1356303.0000,129.5860,37128.0000,2536.00000,SOCIETE GENERALE GROUP,401010,40
015784,2020,2020-12-31,1461952.0000,126.3910,32530.0000,-869.00000,SOCIETE GENERALE GROUP,401010,40
015784,2021,2021-12-31,1464449.0000,124.0890,36300.0000,5051.00000,SOCIETE GENERALE GROUP,401010,40
015784,2022,2022-12-31,1486818.0000,115.4660,42269.0000,1422.00000,SOCIETE GENERALE GROUP,401010,40
015784,2023,2023-12-31,1554045.0000,124.0890,67905.0000,1735.00000,SOCIETE GENERALE GROUP,401010,40
015804,2015,2015-12-31,500549.0000,76.1910,88017.0000,2065.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2016,2016-12-31,521184.0000,73.7270,82803.0000,2081.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2017,2017-12-31,537080.0000,71.3270,86409.0000,2327.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2018,2018-12-31,515827.0000,70.7340,71147.0000,2136.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2019,2019-12-31,514574.0000,71.9360,91896.0000,2195.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2020,2020-12-31,544710.0000,72.6440,81171.0000,1927.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2021,2021-12-31,586225.0000,74.6210,96019.0000,2847.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2022,2022-12-31,519051.0000,82.0610,76198.0000,2912.00000,ASSICURAZIONI GENERALI SPA,403010,40
015804,2023,2023-12-31,508611.0000,81.8790,57204.0000,3663.00000,ASSICURAZIONI GENERALI SPA,403010,40
015929,2015,2015-12-31,806688.0000,75.3060,23302.0000,546.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2016,2016-12-31,817793.0000,75.0000,24696.0000,2092.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2017,2017-12-31,812109.0000,67.9050,23523.0000,3144.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2018,2018-12-31,797598.0000,64.9280,21440.0000,3975.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2019,2019-12-31,833893.0000,63.0690,25148.0000,2459.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2020,2020-12-31,871269.0000,61.5760,18892.0000,865.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2021,2021-12-31,886525.0000,57.9550,19641.0000,5355.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2022,2022-12-31,877829.0000,59.3540,22408.0000,5021.00000,LLOYDS BANKING GROUP PLC,401010,40
015929,2023,2023-12-31,881453.0000,62.5690,33469.0000,4933.00000,LLOYDS BANKING GROUP PLC,401010,40
015933,2014,2015-03-31,10253431.0000,40.0710,3177290.0000,54275.20300,SOMPO HOLDINGS INC,403010,40
015933,2015,2016-03-31,10186746.0000,63.6590,3237316.0000,159577.78500,SOMPO HOLDINGS INC,403010,40
015933,2016,2017-03-31,11931135.0000,64.1430,3390084.0000,166400.45400,SOMPO HOLDINGS INC,403010,40
015933,2017,2018-03-31,11948323.0000,65.2630,3739672.0000,139814.20200,SOMPO HOLDINGS INC,403010,40
015933,2018,2019-03-31,12018254.0000,65.0230,3629262.0000,146623.65000,SOMPO HOLDINGS INC,403010,40
015933,2019,2020-03-31,11977836.0000,62.3310,3716992.0000,122513.45100,SOMPO HOLDINGS INC,403010,40
015933,2020,2021-03-31,13118656.0000,62.7940,3795377.0000,142480.21900,SOMPO HOLDINGS INC,403010,40
015933,2021,2022-03-31,13787835.0000,61.8990,4154286.0000,224839.11600,SOMPO HOLDINGS INC,403010,40
015933,2022,2023-03-31,14460232.0000,63.2750,4520521.0000,91156.42400,SOMPO HOLDINGS INC,403010,40
015933,2023,2024-03-31,14832778.0000,62.5650,4836483.0000,416049.43100,SOMPO HOLDINGS INC,403010,40
016281,2015,2015-12-31,63489.2700,38.4050,21051.3300,522.24000,MAPFRE,403010,40
016281,2016,2016-12-31,67881.7600,37.0200,22340.0100,775.45000,MAPFRE,403010,40
016281,2017,2017-12-31,67569.4800,36.2710,22544.0600,700.51000,MAPFRE,403010,40
016281,2018,2018-12-31,67290.8200,35.3900,21829.2600,528.86000,MAPFRE,403010,40
016281,2019,2019-12-31,72509.9200,34.3240,22764.5500,609.24000,MAPFRE,403010,40
016281,2020,2020-12-31,69152.6000,33.7300,19186.4000,526.50000,MAPFRE,403010,40
016281,2021,2021-12-31,63854.2000,32.3410,20562.2000,765.20000,MAPFRE,403010,40
016281,2022,2022-12-31,59625.8000,31.2930,21578.9000,642.10000,MAPFRE,403010,40
016281,2023,2023-12-31,54947.1000,30.8730,26163.5000,677.20000,MAPFRE,403010,40
016331,2015,2015-12-31,156895.0000,303.2470,136360.0000,222.00000,EXOR N V,402010,40
016331,2016,2016-12-31,176528.0000,302.5620,140068.0000,590.00000,EXOR N V,402010,40
016331,2017,2017-12-31,163775.0000,307.6370,143430.0000,1392.00000,EXOR N V,402010,40
016331,2018,2018-12-31,166275.0000,272.1700,143294.0000,1264.00000,EXOR N V,402010,40
016331,2019,2019-12-31,172611.0000,268.9790,143755.0000,1927.00000,EXOR N V,402010,40
016331,2020,2020-12-31,172945.0000,263.2840,119519.0000,-30.00000,EXOR N V,402010,40
016331,2021,2021-12-31,91111.0000,263.2840,33617.0000,1613.00000,EXOR N V,402010,40
016331,2022,2022-12-31,83699.0000,80.9320,41844.0000,2860.00000,EXOR N V,402010,40
016331,2023,2023-12-31,94779.0000,83.7730,44742.0000,4194.00000,EXOR N V,402010,40
016348,2015,2015-12-31,676496.0000,90.8070,22373.0000,2741.00000,INTESA SANPAOLO SPA,401010,40
016348,2016,2016-12-31,725100.0000,89.1260,21212.0000,2124.00000,INTESA SANPAOLO SPA,401010,40
016348,2017,2017-12-31,796861.0000,96.8920,26822.0000,7316.00000,INTESA SANPAOLO SPA,401010,40
016348,2018,2018-12-31,787721.0000,92.1170,22099.0000,4050.00000,INTESA SANPAOLO SPA,401010,40
016348,2019,2019-12-31,816102.0000,89.1020,22027.0000,4118.00000,INTESA SANPAOLO SPA,401010,40
016348,2020,2020-12-31,1002614.0000,105.6150,21718.0000,2141.00000,INTESA SANPAOLO SPA,401010,40
016348,2021,2021-12-31,1069003.0000,97.6980,24156.0000,4185.00000,INTESA SANPAOLO SPA,401010,40
016348,2022,2022-12-31,975683.0000,95.5740,25414.0000,4354.00000,INTESA SANPAOLO SPA,401010,40
016348,2023,2023-12-31,963570.0000,94.3680,40853.0000,7724.00000,INTESA SANPAOLO SPA,401010,40
016603,2015,2015-12-31,123992.0000,335.0000,88785.0000,9066.00000,NESTLE SA/AG,302020,30
016603,2016,2016-12-31,131901.0000,328.0000,89469.0000,8531.00000,NESTLE SA/AG,302020,30
016603,2017,2017-12-31,130380.0000,323.0000,89791.0000,7183.00000,NESTLE SA/AG,302020,30
016603,2018,2018-12-31,137015.0000,308.0000,91439.0000,10135.00000,NESTLE SA/AG,302020,30
016603,2019,2019-12-31,127940.0000,291.0000,92568.0000,12609.00000,NESTLE SA/AG,302020,30
016603,2020,2020-12-31,124028.0000,273.0000,84343.0000,12232.00000,NESTLE SA/AG,302020,30
016603,2021,2021-12-31,139142.0000,276.0000,87088.0000,16905.00000,NESTLE SA/AG,302020,30
016603,2022,2022-12-31,135182.0000,275.0000,94424.0000,9270.00000,NESTLE SA/AG,302020,30
016603,2023,2023-12-31,126550.0000,270.0000,92998.0000,11209.00000,NESTLE SA/AG,302020,30
017436,2015,2015-12-31,70836.0000,106.9010,70449.0000,3987.00000,BASF SE,151010,15
017436,2016,2016-12-31,76496.0000,108.3760,57550.0000,4056.00000,BASF SE,151010,15
017436,2017,2017-12-31,78768.0000,109.8370,64475.0000,6078.00000,BASF SE,151010,15
017436,2018,2018-12-31,86556.0000,119.1780,62675.0000,3878.00000,BASF SE,151010,15
017436,2019,2019-12-31,86950.0000,115.0220,59316.0000,2476.00000,BASF SE,151010,15
017436,2020,2020-12-31,80292.0000,108.1740,59149.0000,-1456.00000,BASF SE,151010,15
017436,2021,2021-12-31,87383.0000,108.7180,78598.0000,5559.00000,BASF SE,151010,15
017436,2022,2022-12-31,84472.0000,109.0130,87327.0000,-627.00000,BASF SE,151010,15
017436,2023,2023-12-31,77395.0000,109.6860,68902.0000,225.00000,BASF SE,151010,15
017452,2015,2015-12-31,32712.0000,99.7710,22412.0000,1282.00000,DANONE SA,302020,30
017452,2016,2016-12-31,43949.0000,99.1870,21944.0000,1720.00000,DANONE SA,302020,30
017452,2017,2017-12-31,44268.0000,104.8430,24677.0000,2451.00000,DANONE SA,302020,30
017452,2018,2018-12-31,44177.0000,105.7830,24651.0000,2335.00000,DANONE SA,302020,30
017452,2019,2019-12-31,45362.0000,102.4490,25287.0000,1915.00000,DANONE SA,302020,30
017452,2020,2020-12-31,42776.0000,98.8540,23620.0000,1941.00000,DANONE SA,302020,30
017452,2021,2021-12-31,45420.0000,98.1050,24281.0000,1898.00000,DANONE SA,302020,30
017452,2022,2022-12-31,45281.0000,96.1660,27661.0000,946.00000,DANONE SA,302020,30
017452,2023,2023-12-31,44486.0000,88.8430,27619.0000,873.00000,DANONE SA,302020,30
017828,2015,2015-12-31,217166.0000,284.0150,149467.0000,8424.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2016,2016-12-31,242988.0000,282.4880,153261.0000,8526.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2017,2017-12-31,255605.0000,289.3210,164330.0000,10525.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2018,2018-12-31,281619.0000,298.6830,167362.0000,7249.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2019,2019-12-31,302438.0000,298.6550,172745.0000,2377.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2020,2020-12-31,285737.0000,288.4810,154309.0000,3627.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2021,2021-12-31,259831.0000,172.4250,133893.0000,10660.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2022,2022-12-31,260015.0000,168.7970,150017.0000,14501.00000,MERCEDES BENZ GROUP AG,251020,25
017828,2023,2023-12-31,263022.0000,166.0560,153218.0000,14261.00000,MERCEDES BENZ GROUP AG,251020,25
017830,2014,2015-03-31,3021007.0000,34.9030,2810714.0000,117133.32600,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2015,2016-03-31,3257805.0000,37.1910,3192900.0000,103576.36900,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2016,2017-03-31,3555885.0000,39.7700,3512909.0000,201703.51900,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2017,2018-03-31,4035272.0000,42.4600,3795992.0000,236356.04300,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2018,2019-03-31,4334037.0000,44.9470,4143505.0000,237439.57100,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2019,2020-03-31,4627388.0000,47.1330,4380209.0000,233603.81600,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2020,2021-03-31,5053052.0000,48.8070,4126769.0000,195076.97600,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2021,2022-03-31,5521662.0000,48.8310,4439536.0000,225270.52000,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2022,2023-03-31,6142067.0000,49.7680,4908199.0000,308401.36400,DAIWA HOUSE INDUSTRY CO LTD,602010,60
017830,2023,2024-03-31,6533721.0000,48.4830,5202919.0000,298754.51700,DAIWA HOUSE INDUSTRY CO LTD,602010,60
018466,2014,2015-03-31,2199714.0000,29.7740,2877913.0000,261874.13000,SUBARU CORP,251020,25
018466,2015,2016-03-31,2592410.0000,31.1510,3232258.0000,436653.82500,SUBARU CORP,251020,25
018466,2016,2017-03-31,2762321.0000,32.5990,3325992.0000,282356.88300,SUBARU CORP,251020,25
018466,2017,2018-03-31,2884313.0000,33.5440,3405221.0000,220351.87900,SUBARU CORP,251020,25
018466,2018,2019-03-31,2982725.0000,34.2000,3160514.0000,147813.87200,SUBARU CORP,251020,25
018466,2019,2020-03-31,3293908.0000,35.0340,3344109.0000,152585.33300,SUBARU CORP,251020,25
018466,2020,2021-03-31,3411712.0000,36.0700,2830210.0000,76509.22300,SUBARU CORP,251020,25
018466,2021,2022-03-31,3543753.0000,36.9100,2744520.0000,70003.63600,SUBARU CORP,251020,25
018466,2022,2023-03-31,3944150.0000,37.5210,3774468.0000,200429.91800,SUBARU CORP,251020,25
018466,2023,2024-03-31,4814149.0000,37.6930,4702947.0000,385087.08300,SUBARU CORP,251020,25
018467,2014,2015-03-31,3271121.0000,158.8460,4753210.0000,140032.22100,FUJITSU LTD,451020,45
018467,2015,2016-03-31,3226303.0000,156.5150,4739294.0000,86768.70100,FUJITSU LTD,451020,45
018467,2016,2017-03-31,3191498.0000,155.0690,4509694.0000,88481.89700,FUJITSU LTD,451020,45
018467,2017,2018-03-31,3121522.0000,140.3650,4098379.0000,169335.05400,FUJITSU LTD,451020,45
018467,2018,2019-03-31,3104842.0000,132.1380,3952437.0000,104562.30000,FUJITSU LTD,451020,45
018467,2019,2020-03-31,3187445.0000,129.0710,3857797.0000,160041.56200,FUJITSU LTD,451020,45
018467,2020,2021-03-31,3190206.0000,126.3710,3589702.0000,202700.24200,FUJITSU LTD,451020,45
018467,2021,2022-03-31,3331809.0000,124.2160,3586839.0000,182690.43900,FUJITSU LTD,451020,45
018467,2022,2023-03-31,3265579.0000,124.0550,3713767.0000,215182.60300,FUJITSU LTD,451020,45
018467,2023,2024-03-31,3514818.0000,123.5270,3756059.0000,254485.21000,FUJITSU LTD,451020,45
019043,2014,2015-03-31,4059451.0000,129.2490,4323041.0000,234692.06600,MITSUBISHI ELECTRIC CORP,201040,20
019043,2015,2016-03-31,4059941.0000,135.1600,4394353.0000,228483.85300,MITSUBISHI ELECTRIC CORP,201040,20
